READ: DEBUG: X0.0000, Y-90.0000, Z-0.0125
READ: DEBUG: X-36.0000, Y-81.0000, Z-0.0312
READ: DEBUG: X-27.0000, Y-81.0000, Z0.0625
READ: DEBUG: X-18.0000, Y-81.0000, Z0.0437
READ: DEBUG: X-9.0000, Y-81.0000, Z0.0000
READ: DEBUG: X0.0000, Y-81.0000, Z-0.0563
READ: DEBUG: X9.0000, Y-81.0000, Z-0.0687
READ: DEBUG: X18.0000, Y-81.0000, Z-0.0500
READ: DEBUG: X27.0000, Y-81.0000, Z-0.0937
READ: DEBUG: X36.0000, Y-81.0000, Z-0.1625
READ: DEBUG: X54.0000, Y-72.0000, Z-0.1812
READ: DEBUG: X45.0000, Y-72.0000, Z-0.1000
READ: DEBUG: X36.0000, Y-72.0000, Z-0.1000
READ: DEBUG: X27.0000, Y-72.0000, Z-0.0938
READ: DEBUG: X18.0000, Y-72.0000, Z-0.0188
READ: DEBUG: X9.0000, Y-72.0000, Z0.0437
READ: DEBUG: X0.0000, Y-72.0000, Z0.0188
READ: DEBUG: X-9.0000, Y-72.0000, Z0.0375
READ: DEBUG: X-18.0000, Y-72.0000, Z0.0562
READ: DEBUG: X-27.0000, Y-72.0000, Z-0.0062
READ: DEBUG: X-36.0000, Y-72.0000, Z-0.0063
READ: DEBUG: X-45.0000, Y-72.0000, Z0.0250
READ: DEBUG: X-54.0000, Y-72.0000, Z0.0250
READ: DEBUG: X-63.0000, Y-63.0000, Z-0.1000
READ: DEBUG: X-54.0000, Y-63.0000, Z-0.0125
READ: DEBUG: X-45.0000, Y-63.0000, Z0.0250
READ: DEBUG: X-36.0000, Y-63.0000, Z0.0687
READ: DEBUG: X-27.0000, Y-63.0000, Z0.0312
READ: DEBUG: X-18.0000, Y-63.0000, Z0.0438
READ: DEBUG: X-9.0000, Y-63.0000, Z0.0250
READ: DEBUG: X0.0000, Y-63.0000, Z0.0625
READ: DEBUG: X9.0000, Y-63.0000, Z0.0250
READ: DEBUG: X18.0000, Y-63.0000, Z-0.0062
READ: DEBUG: X27.0000, Y-63.0000, Z-0.0562
READ: DEBUG: X36.0000, Y-63.0000, Z-0.0688
READ: DEBUG: X45.0000, Y-63.0000, Z-0.1187
READ: DEBUG: X54.0000, Y-63.0000, Z-0.1188
READ: DEBUG: X63.0000, Y-63.0000, Z-0.2063
READ: DEBUG: X72.0000, Y-54.0000, Z-0.1812
READ: DEBUG: X63.0000, Y-54.0000, Z-0.1312
READ: DEBUG: X54.0000, Y-54.0000, Z-0.0562
READ: DEBUG: X45.0000, Y-54.0000, Z0.0000
READ: DEBUG: X36.0000, Y-54.0000, Z-0.0625
READ: DEBUG: X27.0000, Y-54.0000, Z-0.0312
READ: DEBUG: X18.0000, Y-54.0000, Z0.0188
READ: DEBUG: X9.0000, Y-54.0000, Z0.0438
READ: DEBUG: X0.0000, Y-54.0000, Z0.0250
READ: DEBUG: X-9.0000, Y-54.0000, Z0.0438
READ: DEBUG: X-18.0000, Y-54.0000, Z0.0563
READ: DEBUG: X-27.0000, Y-54.0000, Z0.0375
READ: DEBUG: X-36.0000, Y-54.0000, Z0.0125
READ: DEBUG: X-45.0000, Y-54.0000, Z-0.0063
READ: DEBUG: X-54.0000, Y-54.0000, Z0.0125
READ: DEBUG: X-63.0000, Y-54.0000, Z-0.0813
READ: DEBUG: X-72.0000, Y-54.0000, Z-0.0875
READ: DEBUG: X-72.0000, Y-45.0000, Z-0.1375
READ: DEBUG: X-63.0000, Y-45.0000, Z-0.1000
READ: DEBUG: X-54.0000, Y-45.0000, Z-0.0125
READ: DEBUG: X-45.0000, Y-45.0000, Z-0.0312
READ: DEBUG: X-36.0000, Y-45.0000, Z0.0312
READ: DEBUG: X-27.0000, Y-45.0000, Z0.0312
READ: DEBUG: X-18.0000, Y-45.0000, Z0.0688
READ: DEBUG: X-9.0000, Y-45.0000, Z0.0687
READ: DEBUG: X0.0000, Y-45.0000, Z0.0313
READ: DEBUG: X9.0000, Y-45.0000, Z-0.0188
READ: DEBUG: X18.0000, Y-45.0000, Z0.0063
READ: DEBUG: X27.0000, Y-45.0000, Z-0.0063
READ: DEBUG: X36.0000, Y-45.0000, Z-0.0062
READ: DEBUG: X45.0000, Y-45.0000, Z-0.0312
READ: DEBUG: X54.0000, Y-45.0000, Z-0.0500
READ: DEBUG: X63.0000, Y-45.0000, Z-0.1062
READ: DEBUG: X72.0000, Y-45.0000, Z-0.1250
READ: DEBUG: X81.0000, Y-36.0000, Z-0.1375
READ: DEBUG: X72.0000, Y-36.0000, Z-0.1250
READ: DEBUG: X63.0000, Y-36.0000, Z-0.1125
READ: DEBUG: X54.0000, Y-36.0000, Z-0.0437
READ: DEBUG: X45.0000, Y-36.0000, Z-0.0312
READ: DEBUG: X36.0000, Y-36.0000, Z-0.0250
READ: DEBUG: X27.0000, Y-36.0000, Z-0.0125
READ: DEBUG: X18.0000, Y-36.0000, Z-0.0062
READ: DEBUG: X9.0000, Y-36.0000, Z0.0500
READ: DEBUG: X0.0000, Y-36.0000, Z0.0312
READ: DEBUG: X-9.0000, Y-36.0000, Z0.0562
READ: DEBUG: X-18.0000, Y-36.0000, Z0.0875
READ: DEBUG: X-27.0000, Y-36.0000, Z-0.0188
READ: DEBUG: X-36.0000, Y-36.0000, Z0.0312
READ: DEBUG: X-45.0000, Y-36.0000, Z-0.0625
READ: DEBUG: X-54.0000, Y-36.0000, Z-0.0375
READ: DEBUG: X-63.0000, Y-36.0000, Z-0.1250
